Inserted List,ORF Name,Gene Name,UniProt_Acc,Description
YPL118W,YPL118W,MRP51,Q02950,Mitochondrial ribosomal protein of the small subunit; MRP51 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences
YNL005C,YNL005C,MRP7,P12687,Mitochondrial ribosomal protein of the large subunit
YKL142W,YKL142W,MRP8,P35719,Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; originally thought to be a mitochondrial ribosomal protein based on sequence analysis
YDR116C,YDR116C,MRPL1,Q04599,Mitochondrial ribosomal protein of the large subunit
YNL284C,YNL284C,MRPL10,P36520,Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels
YDL202W,YDL202W,MRPL11,P36521,Mitochondrial ribosomal protein of the large subunit
YKR006C,YKR006C,MRPL13,Q02204,"Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation"
YLR312W-A,YLR312W-A,MRPL15,P36523,Mitochondrial ribosomal protein of the large subunit
YBL038W,YBL038W,MRPL16,P38064,Mitochondrial ribosomal protein of the large subunit
YNL252C,YNL252C,MRPL17,P36528,Mitochondrial ribosomal protein of the large subunit
YNL185C,YNL185C,MRPL19,P53875,Mitochondrial ribosomal protein of the large subunit
YKR085C,YKR085C,MRPL20,P22354,Mitochondrial ribosomal protein of the large subunit
YNL177C,YNL177C,MRPL22,P53881,Mitochondrial ribosomal protein of the large subunit
YOR150W,YOR150W,MRPL23,Q12487,Mitochondrial ribosomal protein of the large subunit
YMR193W,YMR193W,MRPL24,P36525,Mitochondrial ribosomal protein of the large subunit
YGR076C,YGR076C,MRPL25,P23369,Mitochondrial ribosomal protein of the large subunit
YBR282W,YBR282W,MRPL27,P36526,Mitochondrial ribosomal protein of the large subunit
YDR462W,YDR462W,MRPL28,P36527,Mitochondrial ribosomal protein of the large subunit
YMR024W,YMR024W,MRPL3,P36516,Mitochondrial ribosomal protein of the large subunit
YKL138C,YKL138C,MRPL31,P14063,Mitochondrial ribosomal protein of the large subunit
YCR003W,YCR003W,MRPL32,P25348,Mitochondrial ribosomal protein of the large subunit
YMR286W,YMR286W,MRPL33,P20084,Mitochondrial ribosomal protein of the large subunit
YDR322W,YDR322W,MRPL35,Q06678,Mitochondrial ribosomal protein of the large subunit
YBR122C,YBR122C,MRPL36,P36531,Mitochondrial ribosomal protein of the large subunit; overproduction suppresses mutations in the COX2 leader peptide-encoding region
YBR268W,YBR268W,MRPL37,P36532,Mitochondrial ribosomal protein of the large subunit
YKL170W,YKL170W,MRPL38,P35996,Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL34 and YmL38) on two-dimensional SDS gels
YML009C,YML009C,MRPL39,P36533,Mitochondrial ribosomal protein of the large subunit
YLR439W,YLR439W,MRPL4,P36517,"Mitochondrial ribosomal protein of the large subunit, homolog of prokaryotic L29 ribosomal protein; located at the ribosomal tunnel exit"
YPL173W,YPL173W,MRPL40,P36534,Mitochondrial ribosomal protein of the large subunit
YMR225C,YMR225C,MRPL44,P19956,Mitochondrial ribosomal protein of the large subunit
YJL096W,YJL096W,MRPL49,P40858,Mitochondrial ribosomal protein of the large subunit
YNR022C,YNR022C,MRPL50,P53724,"Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation"
YPR100W,YPR100W,MRPL51,Q06090,Mitochondrial ribosomal protein of the large subunit
YHR147C,YHR147C,MRPL6,P32904,Mitochondrial ribosomal protein of the large subunit
YDR237W,YDR237W,MRPL7,P36519,Mitochondrial ribosomal protein of the large subunit
YJL063C,YJL063C,MRPL8,P22353,Mitochondrial ribosomal protein of the large subunit
YGR220C,YGR220C,MRPL9,P31334,Mitochondrial ribosomal protein of the large subunit
YNR036C,YNR036C,MRPS12,P53732,Mitochondrial protein; may interact with ribosomes based on co-purification experiments; similar to E. coli and human mitochondrial S12 ribosomal proteins
YPL013C,YPL013C,MRPS16,Q02608,Mitochondrial ribosomal protein of the small subunit
YMR188C,YMR188C,MRPS17,Q03246,Mitochondrial ribosomal protein of the small subunit
YNL306W,YNL306W,MRPS18,P42847,"Mitochondrial ribosomal protein of the small subunit; essential for viability, unlike most other mitoribosomal proteins"
YDR337W,YDR337W,MRPS28,P21771,Mitochondrial ribosomal protein of the small subunit
YGR165W,YGR165W,MRPS35,P53292,"Mitochondrial ribosomal protein of the small subunit; null mutant does not grow on glycerol, is sensitive to 2,4-dichlorophenol, and accumulates large lipid droplets"
YBR251W,YBR251W,MRPS5,P33759,Mitochondrial ribosomal protein of the small subunit
YMR158W,YMR158W,MRPS8,Q03799,Mitochondrial ribosomal protein of the small subunit
YBR146W,YBR146W,MRPS9,P38120,Mitochondrial ribosomal protein of the small subunit
YIR021W,YIR021W,MRS1,P07266,"Protein required for the splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex, containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase, that binds to the BI3 RNA"
YOR334W,YOR334W,MRS2,Q01926,"Mitochondrial inner membrane Mg(2+) channel, required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns"
YJL133W,YJL133W,MRS3,P10566,"Iron transporter that mediates Fe2+ transport across the inner mitochondrial membrane; mitochondrial carrier family member, similar to and functionally redundant with Mrs4p; active under low-iron conditions; may transport other cations"
YKR052C,YKR052C,MRS4,P23500,"Iron transporter that mediates Fe2+ transport across the inner mitochondrial membrane; mitochondrial carrier family member, similar to and functionally redundant with Mrs3p; active under low-iron conditions; may transport other cations"
YOR370C,YOR370C,MRS6,P32864,"Rab escort protein, forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene"
YKL009W,YKL009W,MRT4,P33201,"Protein involved in mRNA turnover and ribosome assembly, localizes to the nucleolus"
YOR066W,YOR066W,MSA1,Q08471,"Activator of G1-specific transcription factors, MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation"
YKR077W,YKR077W,MSA2,P36157,"Putative transcriptional activator, that interacts with G1-specific transcription factor, MBF and G1-specific promoters; ortholog of Msa2p, an MBF and SBF activator that regulates G1-specific transcription and cell cycle initiation"
YOR188W,YOR188W,MSB1,P21339,"Protein involved in positive regulation of both 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway, potential Cdc28p substrate; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4"
YGR014W,YGR014W,MSB2,P32334,Mucin family member involved in the Cdc42p- and MAP kinase-dependent filamentous growth signaling pathway; also functions as an osmosensor in parallel to the Sho1p-mediated pathway; potential Cdc28p substrate
YNL293W,YNL293W,MSB3,P48566,"GTPase-activating protein for Sec4p and several other Rab GTPases, regulates exocytosis via its action on Sec4p, also required for proper actin organization; similar to Msb4p; both Msb3p and Msb4p localize to sites of polarized growth"
YOL112W,YOL112W,MSB4,Q12317,"GTPase-activating protein of the Ras superfamily that acts primarily on Sec4p, localizes to the bud site and bud tip, has similarity to Msb3p; msb3 msb4 double mutation causes defects in secretion and actin organization"
YML128C,YML128C,MSC1,Q03104,"Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-tagged protein is detected in highly purified mitochondria and is phosphorylated"
YDR205W,YDR205W,MSC2,Q03455,"Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids"
YLR219W,YLR219W,MSC3,Q05812,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate"
YOR354C,YOR354C,MSC6,Q08818,"Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YHR039C,YHR039C,MSC7,P38694,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids"
YPL104W,YPL104W,MSD1,P15179,"Mitochondrial aspartyl-tRNA synthetase, required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl-, asparaginyl-, and lysyl-tRNA synthetases contain regions with high sequence similarity, suggesting a common ancestral gene"
YOL033W,YOL033W,MSE1,P48525,"Mitochondrial glutamyl-tRNA synthetase, predicted to be palmitoylated"
YPR047W,YPR047W,MSF1,P08425,"Mitochondrial phenylalanyl-tRNA synthetase, active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer; similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase"
YNL053W,YNL053W,MSG5,P38590,"Dual-specificity protein phosphatase; exists in 2 isoforms; required for maintenance of a low level of signaling through the cell integrity pathway, adaptive response to pheromone; regulates and is regulated by Slt2p; dephosphorylates Fus3p"
YHR120W,YHR120W,MSH1,P25846,"DNA-binding protein of the mitochondria involved in repair of mitochondrial DNA, has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis"
YOL090W,YOL090W,MSH2,P25847,Protein that forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity; Msh2p-Msh6p binds to and hydrolyzes ATP
YCR092C,YCR092C,MSH3,P25336,"Mismatch repair protein, forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability"
YFL003C,YFL003C,MSH4,P40965,"Protein involved in meiotic recombination, required for normal levels of crossing over, colocalizes with Zip2p to discrete foci on meiotic chromosomes, has homology to bacterial MutS protein"
YDL154W,YDL154W,MSH5,Q12175,"Protein of the MutS family, forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans"
YDR097C,YDR097C,MSH6,Q03834,"Protein required for mismatch repair in mitosis and meiosis, forms a complex with Msh2p to repair both single-base & insertion-deletion mispairs; potentially phosphorylated by Cdc28p"
YBR195C,YBR195C,MSI1,P13712,"Subunit of chromatin assembly factor I (CAF-1), negative regulator of the RAS/cAMP pathway via sequestration of Npr1p kinase; localizes to the nucleus and cytoplasm; homologous to human retinoblastoma binding proteins RbAp48 and RbAp46"
YNL073W,YNL073W,MSK1,P32048,"Mitochondrial lysine-tRNA synthetase, required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)"
YIR009W,YIR009W,MSL1,P40567,"U2B component of U2 snRNP, involved in splicing, binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members"
YLR116W,YLR116W,MSL5,Q12186,"Component of the commitment complex, which defines the first step in the splicing pathway; essential protein that interacts with Mud2p and Prp40p, forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA"
YGR171C,YGR171C,MSM1,P22438,"Mitochondrial methionyl-tRNA synthetase (MetRS), functions as a monomer in mitochondrial protein synthesis; functions similarly to cytoplasmic MetRS although the cytoplasmic form contains a zinc-binding domain not found in Msm1p"
